id,season,prenda,nivel,subnivel,tipo_color_temporada,color,color_categoria,publishable,formales_informales,color_l,color_categoria_l,adventurous,application,basic,print,style,weather,talla_lookiero
32dQ369_bofrthrn_an,8,scarf,3,3.2,CALIDOS/VERANO,red,ROJO,True,FR,d,C,three,freetime,no_especificado,animal_print,boho,cold,['UNQ']
32bQ369_bofrthrn_an,8,scarf,3,3.2,CALIDOS/VERANO,beige,MARRÓN,True,FR,b,B,three,freetime,no_especificado,animal_print,boho,cold,['UNQ']
21gT1461_bowothr0_an,8,top,2,2.1,FRIOS/INVIERNO,blue_dark,AZUL,True,N,g,F,three,work,0,animal_print,boho,warm_season,"['X4XL', 'XL', 'XXXL', 'L', 'XXL']"
21aaS1823_cawotwo0_ve,8,shirt,2,2.1,FRIOS/INVIERNO,aubergine,MORADO,True,FR,aa,K,two,work,0,vertical_stripes,casual,warm_season,"['XS', 'S', 'XL', 'L', 'M']"
22cJ1406_bowotwo0_sm,8,cardigan,2,2.2,FRIOS/INVIERNO,rust,MARRÓN,True,N,c,B,two,work,0,smooth,boho,cold_season,"['XS', 'L', 'XL', 'XXL', 'M', 'S']"
22aJ1406_bowotwo0_sm,8,cardigan,2,2.2,FRIOS/INVIERNO,black,NEGRO,True,N,a,A,two,work,0,smooth,boho,cold_season,"['S', 'M', 'XL', 'XS', 'XXL', 'L']"
22hJ1406_bowotwo0_sm,8,cardigan,2,2.2,FRIOS/INVIERNO,green_dark,VERDE,True,N,h,G,two,work,0,smooth,boho,cold_season,"['L', 'M', 'S', 'XL', 'XS', 'XXL']"
21aC1242_bofrthr0_sm,8,t-shirt,2,2.1,FRIOS/INVIERNO,black,NEGRO,True,IR,a,A,three,freetime,0,smooth,boho,warm,"['L', 'S', 'XL', 'XS', 'M']"
22gJ1442_clwotwo0_sm,8,sweater,2,2.2,FRIOS/INVIERNO,blue_dark,AZUL,True,N,g,F,two,work,0,smooth,classic,cold_season,"['M', 'S', 'L', 'XL', 'XS']"
21pC1243_stfrfou0_sm,8,t-shirt,2,2.1,FRIOS/INVIERNO,grey_dark,GRIS,True,IR,p,H,four,freetime,0,smooth,street,warm,"['M', 'L', 'S', 'XL', 'XS']"
22pJ1478_cawothr0_ho,8,sweater,2,2.2,FRIOS/INVIERNO,grey_dark,GRIS,True,N,p,H,three,work,0,horizontal_stripes,casual,cold,"['L', 'S', 'M', 'XS']"
32gQ373_bofrthrn_pi,8,scarf,3,3.2,FRIOS/INVIERNO,blue_dark,AZUL,True,FR,g,F,three,freetime,no_especificado,pied_de_poule,boho,cold,['UNQ']
32rQ373_bofrthrn_pi,8,scarf,3,3.2,CALIDOS/VERANO,pink,ROSA,True,FR,r,I,three,freetime,no_especificado,pied_de_poule,boho,cold,['UNQ']
32jQ373_bofrthrn_pi,8,scarf,3,3.2,FRIOS/INVIERNO,gray_light,GRIS,True,FR,j,H,three,freetime,no_especificado,pied_de_poule,boho,cold,['UNQ']
32cQ372_bofrthrn_ge,8,scarf,3,3.2,FRIOS/INVIERNO,rust,MARRÓN,True,FR,c,B,three,freetime,no_especificado,geometric,boho,cold,['UNQ']
32qQ372_bofrthrn_ge,8,scarf,3,3.2,CALIDOS/VERANO,mustand,AMARILLO,True,FR,q,D,three,freetime,no_especificado,geometric,boho,cold,['UNQ']
21aS2598_bofrthr0_po,8,shirt,2,2.1,FRIOS/INVIERNO,black,NEGRO,True,FR,a,A,three,freetime,0,polka_dot,boho,cold_season,"['XXL', 'XS', 'XL', 'XXXL', 'L', 'M', 'S']"
21nC1540_cafrthr0_sm,8,t-shirt,2,2.1,CALIDOS/VERANO,white,BLANCO,False,IR,n,E,three,freetime,0,smooth,casual,warm,"['M', 'L', 'S', 'XL', 'XXL']"
21aC1540_cafrthr0_sm,8,t-shirt,2,2.1,FRIOS/INVIERNO,black,NEGRO,True,IR,a,A,three,freetime,0,smooth,casual,warm,"['L', 'XL', 'XXL', 'M', 'S']"
21aT1815_ninifou0_sm,8,top,2,2.1,FRIOS/INVIERNO,black,NEGRO,True,N,a,A,four,night,0,smooth,night,cold_season,"['M', 'XL', 'XS', 'XXXL', 'S', 'L', 'XXL']"
11tM660_cafrthr0_sm,8,jeans,1,1.1,FRIOS/INVIERNO,blue,AZUL,True,IR,t,F,three,freetime,0,smooth,casual,cold,"['S', 'XS', 'M', 'XL', 'L']"
11adM659_bofrfou0_pr,9,jeans,1,1.1,FRIOS/INVIERNO,brown_light,MARRÓN,True,IR,ad,B,four,freetime,0,printed,boho,cold,"['M', 'XL', 'XS', 'L', 'S']"
11hM659_bofrfou0_pr,8,jeans,1,1.1,FRIOS/INVIERNO,green_dark,VERDE,True,IR,h,G,four,freetime,0,printed,boho,cold,"['S', 'XL', 'XS', 'L', 'M']"
11fM659_bofrfou0_pr,9,jeans,1,1.1,CALIDOS/VERANO,ecru,BLANCO,True,IR,f,E,four,freetime,0,printed,boho,cold,"['L', 'M', 'XL', 'XS', 'S']"
11aP1926_stwothr0_ve,9,pant,1,1.1,FRIOS/INVIERNO,black,NEGRO,True,N,a,A,three,work,0,vertical_stripes,street,warm,"['M', 'L', 'XL', 'XXL', 'S']"
11dF1621_bowothr0_fl,9,skirt,1,1.1,CALIDOS/VERANO,red,ROJO,True,FR,d,C,three,work,0,floral,boho,warm,"['S', 'L', 'XXL', 'XXXL', 'XS', 'M', 'XL']"
11aF733_cawothr0_sm,8,skirt,1,1.1,FRIOS/INVIERNO,black,NEGRO,True,FR,a,A,three,work,0,smooth,casual,warm_season,"['X4XL', 'XL', 'L', 'XXL', 'XXXL']"
11gF733_cawothr0_sm,9,skirt,1,1.1,FRIOS/INVIERNO,blue_dark,AZUL,True,FR,g,F,three,work,0,smooth,casual,warm_season,"['XL', 'XXL', 'XXXL', 'L', 'X4XL']"
12aY157_clwothr0_bo,7,jumpsuit,1,1.2,FRIOS/INVIERNO,black,NEGRO,True,N,a,A,three,work,0,bodoque,classic,warm_season,"['M', 'L', 'S', 'XL']"
21gC1248_cafrtwo0_sm,8,t-shirt,2,2.1,FRIOS/INVIERNO,blue_dark,AZUL,True,IR,g,F,two,freetime,0,smooth,casual,warm_season,"['XXL', 'M', 'S', 'XL', 'XS', 'L']"
21eC1248_cafrtwo0_sm,8,t-shirt,2,2.1,CALIDOS/VERANO,yellow,AMARILLO,True,IR,e,D,two,freetime,0,smooth,casual,warm_season,"['L', 'S', 'XL', 'XS', 'XXL', 'M']"
22aX116_cafrtwo0_fl,8,sweatshirt,2,2.2,FRIOS/INVIERNO,black,NEGRO,True,IR,a,A,two,freetime,0,floral,casual,cold,"['L', 'M', 'S', 'XL', 'XS', 'XXL']"
12dD2304_clfrthr0_an,8,dress,1,1.2,CALIDOS/VERANO,red,ROJO,True,N,d,C,three,freetime,0,animal_print,classic,cold_season,"['L', 'M', 'S']"
12aD2306_bofrthr0_mi,8,dress,1,1.2,FRIOS/INVIERNO,black,NEGRO,True,N,a,A,three,freetime,0,miniprint,boho,cold_season,"['S', 'M', 'L']"
12yD2306_bofrthr0_mi,8,dress,1,1.2,FRIOS/INVIERNO,garnet,ROJO,True,N,y,C,three,freetime,0,miniprint,boho,cold_season,"['L', 'M', 'S']"
21jC1350_cafrthr0_sm,8,t-shirt,2,2.1,FRIOS/INVIERNO,gray_light,GRIS,True,IR,j,H,three,freetime,0,smooth,casual,cold,"['M', 'S', 'XS', 'XL', 'L']"
21qC1350_cafrthr0_sm,8,t-shirt,2,2.1,CALIDOS/VERANO,mustand,AMARILLO,True,IR,q,D,three,freetime,0,smooth,casual,cold,"['XS', 'M', 'L', 'S', 'XL']"
21fC1350_cafrthr0_sm,8,t-shirt,2,2.1,CALIDOS/VERANO,ecru,BLANCO,True,IR,f,E,three,freetime,0,smooth,casual,cold,"['S', 'M', 'XL', 'XS', 'L']"
21gT1813_ninifou0_sm,9,top,2,2.1,FRIOS/INVIERNO,blue_dark,AZUL,True,N,g,F,four,night,0,smooth,night,warm_season,"['L', 'XXXL', 'X4XL', 'XXL', 'XL']"
21aT1813_ninifou0_sm,9,top,2,2.1,FRIOS/INVIERNO,black,NEGRO,True,N,a,A,four,night,0,smooth,night,warm_season,"['XL', 'L', 'XXL', 'XXXL', 'X4XL']"
21fT1813_ninifou0_sm,9,top,2,2.1,CALIDOS/VERANO,ecru,BLANCO,True,N,f,E,four,night,0,smooth,night,warm_season,"['X4XL', 'XL', 'L', 'XXXL', 'XXL']"
31aK840_clwothr0_ve,8,jacket,3,3.1,FRIOS/INVIERNO,black,NEGRO,True,N,a,A,three,work,0,vertical_stripes,classic,cold_season,"['XXXL', 'S', 'XL', 'XS', 'XXL', 'L', 'M']"
11aP1753_stfrthr0_sm,8,pant,1,1.1,FRIOS/INVIERNO,black,NEGRO,True,N,a,A,three,freetime,0,smooth,street,cold_season,"['M', 'S', 'XL', 'XS', 'L']"
12gD2169_bowothr0_fl,9,dress,1,1.2,FRIOS/INVIERNO,blue_dark,AZUL,True,N,g,F,three,work,0,floral,boho,warm,"['L', 'S', 'XL', 'M']"
21atT1531_bofrtwo0_sm,9,top,2,2.1,CALIDOS/VERANO,sand,MARRÓN,True,N,at,B,two,freetime,0,smooth,boho,warm,"['XL', 'XS', 'S', 'XXL', 'L', 'M']"
21kT1531_bofrtwo0_sm,9,top,2,2.1,FRIOS/INVIERNO,khaki,VERDE,True,N,k,G,two,freetime,0,smooth,boho,warm,"['S', 'XS', 'XL', 'L', 'M', 'XXL']"
21aT1531_bofrtwo0_sm,8,top,2,2.1,FRIOS/INVIERNO,black,NEGRO,True,N,a,A,two,freetime,0,smooth,boho,warm,"['S', 'L', 'M', 'XL', 'XS']"
21yT1531_bofrtwo0_sm,9,top,2,2.1,FRIOS/INVIERNO,garnet,ROJO,True,N,y,C,two,freetime,0,smooth,boho,warm,"['XXL', 'L', 'M', 'S', 'XL', 'XS']"
31hK742_cafrtwo0_sm,8,jacket,3,3.1,FRIOS/INVIERNO,green_dark,VERDE,True,N,h,G,two,freetime,0,smooth,casual,cold,"['XXL', 'XXXL', 'XS', 'XL', 'S', 'M', 'L']"
31qK742_cafrtwo0_sm,8,jacket,3,3.1,CALIDOS/VERANO,mustand,AMARILLO,True,N,q,D,two,freetime,0,smooth,casual,cold,"['XS', 'M', 'S', 'XXL', 'L', 'XXXL', 'XL']"
31cK742_cafrtwo0_sm,8,jacket,3,3.1,FRIOS/INVIERNO,rust,MARRÓN,True,N,c,B,two,freetime,0,smooth,casual,cold,"['M', 'XXXL', 'XXL', 'XS', 'L', 'XL', 'S']"
31aK742_cafrtwo0_sm,8,jacket,3,3.1,FRIOS/INVIERNO,black,NEGRO,True,N,a,A,two,freetime,0,smooth,casual,cold,"['L', 'XXL', 'XL', 'S', 'XS', 'XXXL', 'M']"
12aD2234_bofrthr0_bo,8,dress,1,1.2,FRIOS/INVIERNO,black,NEGRO,True,N,a,A,three,freetime,0,bodoque,boho,warm_season,"['S', 'L', 'XL', 'M']"
12cD2234_bofrthr0_bo,8,dress,1,1.2,FRIOS/INVIERNO,rust,MARRÓN,True,N,c,B,three,freetime,0,bodoque,boho,warm_season,"['S', 'M', 'L', 'XL']"
11gP1541_stfrthr0_sm,8,pant,1,1.1,FRIOS/INVIERNO,blue_dark,AZUL,True,N,g,F,three,freetime,0,smooth,street,cold,"['XS', 'M', 'S', 'XL', 'XXL', 'L']"
11aP1541_stfrthr0_sm,8,pant,1,1.1,FRIOS/INVIERNO,black,NEGRO,True,N,a,A,three,freetime,0,smooth,street,cold,"['XL', 'L', 'M', 'XXL', 'XS', 'S']"
11pP1541_stfrthr0_sm,8,pant,1,1.1,FRIOS/INVIERNO,grey_dark,GRIS,True,N,p,H,three,freetime,0,smooth,street,cold,"['XXL', 'M', 'L', 'XS', 'S', 'XL']"
11kP1541_stfrthr0_sm,8,pant,1,1.1,FRIOS/INVIERNO,khaki,VERDE,True,N,k,G,three,freetime,0,smooth,street,cold,"['L', 'M', 'XL', 'XXL', 'S', 'XS']"
11yP1541_stfrthr0_sm,8,pant,1,1.1,FRIOS/INVIERNO,garnet,ROJO,True,N,y,C,three,freetime,0,smooth,street,cold,"['XS', 'M', 'S', 'XL', 'XXL', 'L']"
21gC2131_clfrtwo0_sh,9,t-shirt,2,2.1,FRIOS/INVIERNO,blue_dark,AZUL,True,IR,g,F,two,freetime,0,sheets,classic,warm,"['X4XL', 'XXXL', 'XXL', 'L', 'XL']"
22iJ1466_clwotwo1_sm,8,cardigan,2,2.2,CALIDOS/VERANO,camel,MARRÓN,True,N,i,B,two,work,1,smooth,classic,warm_season,"['XL', 'M', 'S', 'XS', 'L']"
22yJ1466_clwotwo1_sm,8,cardigan,2,2.2,FRIOS/INVIERNO,garnet,ROJO,True,N,y,C,two,work,1,smooth,classic,warm_season,"['L', 'XL', 'XS', 'M', 'S']"
22abJ1466_clwotwo1_sm,8,cardigan,2,2.2,FRIOS/INVIERNO,blue_petrol,AZUL,True,N,ab,F,two,work,1,smooth,classic,warm_season,"['XL', 'L', 'S', 'M', 'XS']"
12cD2011_bofrthr0_sm,8,dress,1,1.2,FRIOS/INVIERNO,rust,MARRÓN,True,N,c,B,three,freetime,0,smooth,boho,warm,"['XL', 'L', 'M', 'S', 'XS']"
12aD2011_bofrthr0_sm,8,dress,1,1.2,FRIOS/INVIERNO,black,NEGRO,True,N,a,A,three,freetime,0,smooth,boho,warm,"['XL', 'S', 'M', 'XS', 'L']"
21aaC1378_bofrthr0_sm,8,t-shirt,2,2.1,FRIOS/INVIERNO,aubergine,MORADO,True,IR,aa,K,three,freetime,0,smooth,boho,warm,"['XS', 'S', 'XL', 'L', 'M']"
21gC1378_bofrthr0_sm,8,t-shirt,2,2.1,FRIOS/INVIERNO,blue_dark,AZUL,True,IR,g,F,three,freetime,0,smooth,boho,warm,"['L', 'M', 'S', 'XL', 'XS']"
21pC1378_bofrthr0_sm,8,t-shirt,2,2.1,FRIOS/INVIERNO,grey_dark,GRIS,True,IR,p,H,three,freetime,0,smooth,boho,warm,"['L', 'M', 'S', 'XL', 'XS']"
31aA125_bofrthr0_sm,8,coat,3,3.1,FRIOS/INVIERNO,black,NEGRO,True,N,a,A,three,freetime,0,smooth,boho,cold,"['L', 'M', 'S', 'XL', 'XS']"
31bA125_bofrthr0_sm,8,coat,3,3.1,CALIDOS/VERANO,beige,MARRÓN,True,N,b,B,three,freetime,0,smooth,boho,cold,"['XL', 'XS', 'L', 'S', 'M']"
21sS2233_bofrtwo0_sm,9,shirt,2,2.1,CALIDOS/VERANO,blue_light,AZUL,True,FR,s,F,two,freetime,0,smooth,boho,cold_season,"['XL', 'L', 'S', 'XS', 'M']"
21aC1356_stfrthr0_sm,8,t-shirt,2,2.1,FRIOS/INVIERNO,black,NEGRO,True,IR,a,A,three,freetime,0,smooth,street,warm,"['L', 'M', 'S', 'XS']"
31hK1095_clwothr0_re,9,jacket,3,3.1,FRIOS/INVIERNO,green_dark,VERDE,True,N,h,G,three,work,0,retro,classic,warm_season,"['M', 'L', 'S']"
31uK1095_clwothr0_re,9,jacket,3,3.1,CALIDOS/VERANO,orange,NARANJA,True,N,u,J,three,work,0,retro,classic,warm_season,"['M', 'S', 'L']"
21qS2678_clwothr0_bo,8,shirt,2,2.1,CALIDOS/VERANO,mustand,AMARILLO,True,FR,q,D,three,work,0,bodoque,classic,cold_season,"['L', 'M', 'S']"
21rS2280_clwotwo0_ve,9,shirt,2,2.1,CALIDOS/VERANO,pink,ROSA,True,FR,r,I,two,work,0,vertical_stripes,classic,cold_season,"['XL', 'L', 'M', 'XXL', 'XS', 'S']"
21cS2280_clwotwo0_ve,9,shirt,2,2.1,FRIOS/INVIERNO,rust,MARRÓN,True,FR,c,B,two,work,0,vertical_stripes,classic,cold_season,"['XS', 'XL', 'S', 'M', 'L', 'XXL']"
21sS2280_clwotwo0_ve,9,shirt,2,2.1,CALIDOS/VERANO,blue_light,AZUL,True,FR,s,F,two,work,0,vertical_stripes,classic,cold_season,"['L', 'M', 'XL', 'XS', 'S', 'XXL']"
31gA130_clfrtwo0_sm,9,coat,3,3.1,FRIOS/INVIERNO,blue_dark,AZUL,True,N,g,F,two,freetime,0,smooth,classic,cold_season,"['M', 'L', 'XXL', 'XL', 'XS', 'S']"
22gJ1804_clfrtwo0_sm,9,sweater,2,2.2,FRIOS/INVIERNO,blue_dark,AZUL,True,N,g,F,two,freetime,0,smooth,classic,cold_season,"['XS', 'S', 'M', 'XXL', 'L', 'XL']"
21yC1255_cafrtwo0_ho,8,t-shirt,2,2.1,FRIOS/INVIERNO,garnet,ROJO,True,IR,y,C,two,freetime,0,horizontal_stripes,casual,warm,"['L', 'S', 'XL', 'XS', 'M']"
21aS1971_minithr0_sm,8,shirt,2,2.1,FRIOS/INVIERNO,black,NEGRO,True,FR,a,A,three,night,0,smooth,minimal,cold_season,"['XS', 'L', 'M', 'S', 'XL']"
21kS1971_minithr0_sm,8,shirt,2,2.1,FRIOS/INVIERNO,khaki,VERDE,True,FR,k,G,three,night,0,smooth,minimal,cold_season,"['L', 'M', 'S', 'XL', 'XS']"
22aaJ1367_cafrtwo0_sm,8,sweater,2,2.2,FRIOS/INVIERNO,aubergine,MORADO,True,N,aa,K,two,freetime,0,smooth,casual,cold_season,"['M', 'S', 'L', 'XS', 'XL']"
22aJ1367_cafrtwo0_sm,8,sweater,2,2.2,FRIOS/INVIERNO,black,NEGRO,True,N,a,A,two,freetime,0,smooth,casual,cold_season,"['M', 'S', 'XL', 'XS', 'L']"
22tJ1367_cafrtwo0_sm,8,sweater,2,2.2,FRIOS/INVIERNO,blue,AZUL,True,N,t,F,two,freetime,0,smooth,casual,cold_season,"['XS', 'L', 'S', 'M', 'XL']"
22uJ1367_cafrtwo0_sm,8,sweater,2,2.2,CALIDOS/VERANO,orange,NARANJA,True,N,u,J,two,freetime,0,smooth,casual,cold_season,"['L', 'S', 'XL', 'M']"
21nS2445_clwoone1_sm,9,shirt,2,2.1,CALIDOS/VERANO,white,BLANCO,False,FR,n,E,one,work,1,smooth,classic,cold_season,"['S', 'XXL', 'XL', 'M', 'L']"
12gD1833_bowothr0_fl,8,dress,1,1.2,FRIOS/INVIERNO,blue_dark,AZUL,True,N,g,F,three,work,0,floral,boho,cold_season,"['L', 'M', 'S', 'XL', 'XS', 'XXL']"
11cP2052_clwothr0_sm,8,pant,1,1.1,FRIOS/INVIERNO,rust,MARRÓN,True,N,c,B,three,work,0,smooth,classic,cold,"['L', 'S', 'M', 'XL']"
11aP2052_clwothr0_sm,8,pant,1,1.1,FRIOS/INVIERNO,black,NEGRO,True,N,a,A,three,work,0,smooth,classic,cold,"['L', 'S', 'XL', 'M']"
21sS2434_clwotwo0_fl,9,shirt,2,2.1,CALIDOS/VERANO,blue_light,AZUL,True,FR,s,F,two,work,0,floral,classic,cold_season,"['XS', 'L', 'XL', 'XXL', 'S', 'M']"
21gS2434_clwotwo0_fl,9,shirt,2,2.1,FRIOS/INVIERNO,blue_dark,AZUL,True,FR,g,F,two,work,0,floral,classic,cold_season,"['S', 'XXL', 'XS', 'XL', 'M', 'L']"
11gP1890_clwotwo0_sm,9,pant,1,1.1,FRIOS/INVIERNO,blue_dark,AZUL,True,N,g,F,two,work,0,smooth,classic,cold_season,"['XXL', 'M', 'XL', 'L', 'S']"
11aF1623_bofrthr0_fl,9,skirt,1,1.1,FRIOS/INVIERNO,black,NEGRO,True,FR,a,A,three,freetime,0,floral,boho,warm,"['M', 'S', 'L']"
21yT1221_clfrthr0_sm,7,top,2,2.1,FRIOS/INVIERNO,garnet,ROJO,False,N,y,C,three,freetime,0,smooth,classic,warm,"['M', 'S']"
21nT1221_clfrthr0_sm,7,top,2,2.1,CALIDOS/VERANO,white,BLANCO,False,N,n,E,three,freetime,0,smooth,classic,warm,"['M', 'S']"
21cT1221_clfrthr0_sm,7,top,2,2.1,FRIOS/INVIERNO,rust,MARRÓN,True,N,c,B,three,freetime,0,smooth,classic,warm,"['M', 'S']"
21rT1221_clfrthr0_sm,8,top,2,2.1,CALIDOS/VERANO,pink,ROSA,True,N,r,I,three,freetime,0,smooth,classic,warm,"['M', 'XS', 'XL', 'S', 'L']"
21gT1221_clfrthr0_sm,8,top,2,2.1,FRIOS/INVIERNO,blue_dark,AZUL,True,N,g,F,three,freetime,0,smooth,classic,warm,"['L', 'M', 'S', 'XL', 'XS']"
21aT1221_clfrthr0_sm,7,top,2,2.1,FRIOS/INVIERNO,black,NEGRO,True,N,a,A,three,freetime,0,smooth,classic,warm,"['M', 'L', 'S']"
21hT1221_clfrthr0_sm,8,top,2,2.1,FRIOS/INVIERNO,green_dark,VERDE,True,N,h,G,three,freetime,0,smooth,classic,warm,"['L', 'M', 'S', 'XL', 'XS']"
21aT895_clnitwo0_sm,7,top,2,2.1,FRIOS/INVIERNO,black,NEGRO,True,N,a,A,two,night,0,smooth,classic,warm_season,"['L', 'M', 'S', 'XL', 'XS']"
22gJ1365_cafrthr0_pr,8,sweater,2,2.2,FRIOS/INVIERNO,blue_dark,AZUL,True,N,g,F,three,freetime,0,printed,casual,cold_season,"['L', 'M', 'S', 'XL', 'XXL']"
22aJ1362_bofrthr0_an,8,cardigan,2,2.2,FRIOS/INVIERNO,black,NEGRO,True,N,a,A,three,freetime,0,animal_print,boho,cold_season,"['L', 'S', 'XL', 'XXL', 'M']"
12aD2670_bowothr0_sh,9,dress,1,1.2,FRIOS/INVIERNO,black,NEGRO,True,N,a,A,three,work,0,sheets,boho,warm_season,"['M', 'L', 'S']"
12amD2670_bowothr0_sh,9,dress,1,1.2,FRIOS/INVIERNO,nude,MARRÓN,True,N,am,B,three,work,0,sheets,boho,warm_season,"['L', 'M', 'S']"
12oD2668_bowothr0_re,9,dress,1,1.2,CALIDOS/VERANO,green,VERDE,True,N,o,G,three,work,0,retro,boho,warm,"['L', 'M', 'S']"
11dF1593_bowothr0_fl,9,skirt,1,1.1,CALIDOS/VERANO,red,ROJO,True,FR,d,C,three,work,0,floral,boho,warm_season,"['S', 'L', 'M']"
11gP1766_bofrthr0_an,8,pant,1,1.1,FRIOS/INVIERNO,blue_dark,AZUL,True,N,g,F,three,freetime,0,animal_print,boho,warm,"['XS', 'S', 'L', 'M', 'XL']"
21iC1219_cafrtwo0_sm,8,t-shirt,2,2.1,CALIDOS/VERANO,camel,MARRÓN,True,IR,i,B,two,freetime,0,smooth,casual,warm,"['L', 'XS', 'S', 'M', 'XL']"
21hC1219_cafrtwo0_sm,8,t-shirt,2,2.1,FRIOS/INVIERNO,green_dark,VERDE,True,IR,h,G,two,freetime,0,smooth,casual,warm,"['S', 'XS', 'M', 'L', 'XL']"
11iF1066_stfrthr0_sm,8,skirt,1,1.1,CALIDOS/VERANO,camel,MARRÓN,True,FR,i,B,three,freetime,0,smooth,street,cold,"['XS', 'M', 'S', 'XL', 'L']"
11aF1066_stfrthr0_sm,8,skirt,1,1.1,FRIOS/INVIERNO,black,NEGRO,True,FR,a,A,three,freetime,0,smooth,street,cold,"['L', 'M', 'S', 'XL', 'XS']"
11aM381_cawoone1_sm,8,jeans,1,1.1,FRIOS/INVIERNO,black,NEGRO,True,IR,a,A,one,work,1,smooth,casual,warm_season,"['L', 'M', 'S', 'XS', 'XL']"
21hS1872_cafrthr0_ch,8,shirt,2,2.1,FRIOS/INVIERNO,green_dark,VERDE,True,FR,h,G,three,freetime,0,checked,casual,cold_season,"['L', 'M', 'S', 'XL', 'XS']"
22acJ1886_bofrtwo0_ho,8,sweater,2,2.2,FRIOS/INVIERNO,grey,GRIS,True,N,ac,H,two,freetime,0,horizontal_stripes,boho,cold_season,"['M', 'S']"
22dJ1886_bofrtwo0_ho,8,sweater,2,2.2,CALIDOS/VERANO,red,ROJO,True,N,d,C,two,freetime,0,horizontal_stripes,boho,cold_season,"['M', 'S']"
22cJ1886_bofrtwo0_ho,8,sweater,2,2.2,FRIOS/INVIERNO,rust,MARRÓN,True,N,c,B,two,freetime,0,horizontal_stripes,boho,cold_season,"['M', 'S']"
21lC1280_cafrtwo0_ho,8,t-shirt,2,2.1,FRIOS/INVIERNO,brown,MARRÓN,True,IR,l,B,two,freetime,0,horizontal_stripes,casual,cold_season,"['S', 'XS', 'XL', 'XXL', 'M', 'L']"
21gC1280_cafrtwo0_ho,8,t-shirt,2,2.1,FRIOS/INVIERNO,blue_dark,AZUL,True,IR,g,F,two,freetime,0,horizontal_stripes,casual,cold_season,"['L', 'M', 'S', 'XL', 'XXL', 'XS']"
21cC1280_cafrtwo0_ho,8,t-shirt,2,2.1,FRIOS/INVIERNO,rust,MARRÓN,True,IR,c,B,two,freetime,0,horizontal_stripes,casual,cold_season,"['M', 'XXL', 'L', 'XS', 'XL', 'S']"
22bJ1570_cafrtwo0_et,8,sweater,2,2.2,CALIDOS/VERANO,beige,MARRÓN,True,N,b,B,two,freetime,0,ethnic,casual,cold,"['L', 'S', 'XS', 'M']"
11aP2003_clwotwo0_mi,8,pant,1,1.1,FRIOS/INVIERNO,black,NEGRO,True,N,a,A,two,work,0,miniprint,classic,cold_season,"['L', 'XL', 'M', 'S', 'XXL']"
22fJ1711_bofrtwo0_sm,8,sweater,2,2.2,CALIDOS/VERANO,ecru,BLANCO,True,N,f,E,two,freetime,0,smooth,boho,cold,"['XL', 'S', 'L', 'XS', 'M']"
22gJ1711_bofrtwo0_sm,8,sweater,2,2.2,FRIOS/INVIERNO,blue_dark,AZUL,True,N,g,F,two,freetime,0,smooth,boho,cold,"['XL', 'M', 'XS', 'L', 'S']"
22qJ1604_bowotwo0_bo,8,sweater,2,2.2,CALIDOS/VERANO,mustand,AMARILLO,True,N,q,D,two,work,0,bodoque,boho,cold_season,"['L', 'M', 'S', 'XL', 'XS']"
31aK1224_stwothr0_sm,9,jacket,3,3.1,FRIOS/INVIERNO,black,NEGRO,True,N,a,A,three,work,0,smooth,street,warm_season,"['M', 'S', 'XS', 'XL', 'L']"
31aK658_cawotwo0_sm,8,parka,3,3.1,FRIOS/INVIERNO,black,NEGRO,True,N,a,A,two,work,0,smooth,casual,cold,"['XS', 'XXL', 'XL', 'M', 'L', 'S']"
31gK658_cawotwo0_sm,8,parka,3,3.1,FRIOS/INVIERNO,blue_dark,AZUL,True,N,g,F,two,work,0,smooth,casual,cold,"['XS', 'M', 'L', 'XL', 'XXL', 'S']"
21jC2125_cawotwo0_sm,9,t-shirt,2,2.1,FRIOS/INVIERNO,gray_light,GRIS,True,IR,j,H,two,work,0,smooth,casual,warm,"['L', 'S', 'XL', 'M']"
21xC2125_cawotwo0_sm,9,t-shirt,2,2.1,CALIDOS/VERANO,green_light,VERDE,True,IR,x,G,two,work,0,smooth,casual,warm,"['L', 'M', 'XL', 'S']"
21apC2125_cawotwo0_sm,9,t-shirt,2,2.1,FRIOS/INVIERNO,brick,MARRÓN,True,IR,ap,B,two,work,0,smooth,casual,warm,"['M', 'S', 'L', 'XL']"
22sJ1506_clwoone1_sm,9,sweater,2,2.2,CALIDOS/VERANO,blue_light,AZUL,True,N,s,F,one,work,1,smooth,classic,cold_season,"['XS', 'XL', 'L', 'S', 'M']"
22aJ1506_clwoone1_sm,9,sweater,2,2.2,FRIOS/INVIERNO,black,NEGRO,True,N,a,A,one,work,1,smooth,classic,cold_season,"['XS', 'L', 'M', 'S', 'XL']"
22gJ1506_clwoone1_sm,9,sweater,2,2.2,FRIOS/INVIERNO,blue_dark,AZUL,True,N,g,F,one,work,1,smooth,classic,cold_season,"['M', 'XL', 'L', 'XS', 'S']"
22vJ1506_clwoone1_sm,9,sweater,2,2.2,CALIDOS/VERANO,crimson,ROJO,True,N,v,C,one,work,1,smooth,classic,cold_season,"['S', 'XL', 'XS', 'L', 'M']"
